NaturezaElemento - Código;AnoExercício NaturezaElemento;Situação NaturezaElemento;NaturezaElemento - Formatado;CategoriaEconômica - Código;AnoExercício CategoriaEconômica;Situação CategoriaEconômica;CategoriaEconômica - Descrição;CategoriaEconômica - Detalhe;GrupoDespesa - Código;AnoExercício GrupoDespesa;Situação GrupoDespesa;GrupoDespesa - Descrição;GrupoDespesa - Código-Descrição;GrupoDespesa - Detalhe;Modalidade - Código;AnoExercício Modalidade;Situação Modalidade;Modalidade - Descrição;Modalidade - Detalhe;ElementoDespesa - Código;AnoExercício ElementoDespesa;Situação ElementoDespesa;ElementoDespesa - Descrição;ElementoDespesa - Código-Descrição;ElementoDespesa - Detalhe;ElementoDespesa - Característica;ElementoDespesa - Regionalização;ElementoDespesa Executável S/N;ElementoItem - Código;AnoExercício ElementoItem;Situação ElementoItem;ElementoItem - Descrição;ElementoItem - Código-Descrição;NaturezaItem - Código;AnoExercício NaturezaItem;Situação NaturezaItem;NaturezaItem - Formatado
3391013025;#MULTIVALUE;ATIVO;3.3.91.013.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030001;#MULTIVALUE;ATIVO;3.3.91.030.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030002;#MULTIVALUE;ATIVO;3.3.91.030.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030003;#MULTIVALUE;ATIVO;3.3.91.030.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030004;#MULTIVALUE;ATIVO;3.3.91.030.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030005;#MULTIVALUE;ATIVO;3.3.91.030.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030006;#MULTIVALUE;ATIVO;3.3.91.030.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030007;#MULTIVALUE;ATIVO;3.3.91.030.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030008;#MULTIVALUE;ATIVO;3.3.91.030.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030009;#MULTIVALUE;ATIVO;3.3.91.030.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030010;#MULTIVALUE;ATIVO;3.3.91.030.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030011;#MULTIVALUE;ATIVO;3.3.91.030.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030012;#MULTIVALUE;ATIVO;3.3.91.030.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030013;#MULTIVALUE;ATIVO;3.3.91.030.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030014;#MULTIVALUE;ATIVO;3.3.91.030.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030015;#MULTIVALUE;ATIVO;3.3.91.030.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030016;#MULTIVALUE;ATIVO;3.3.91.030.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030017;#MULTIVALUE;ATIVO;3.3.91.030.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030018;#MULTIVALUE;ATIVO;3.3.91.030.018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030019;#MULTIVALUE;ATIVO;3.3.91.030.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030020;#MULTIVALUE;ATIVO;3.3.91.030.020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030021;#MULTIVALUE;ATIVO;3.3.91.030.021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030022;#MULTIVALUE;ATIVO;3.3.91.030.022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030023;#MULTIVALUE;ATIVO;3.3.91.030.023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030024;#MULTIVALUE;ATIVO;3.3.91.030.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030025;#MULTIVALUE;ATIVO;3.3.91.030.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030026;#MULTIVALUE;ATIVO;3.3.91.030.026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030027;#MULTIVALUE;ATIVO;3.3.91.030.027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030028;#MULTIVALUE;ATIVO;3.3.91.030.028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030029;#MULTIVALUE;ATIVO;3.3.91.030.029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030030;#MULTIVALUE;ATIVO;3.3.91.030.030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030031;#MULTIVALUE;ATIVO;3.3.91.030.031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030032;#MULTIVALUE;ATIVO;3.3.91.030.032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030033;#MULTIVALUE;ATIVO;3.3.91.030.033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030034;#MULTIVALUE;ATIVO;3.3.91.030.034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030036;#MULTIVALUE;ATIVO;3.3.91.030.036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030037;#MULTIVALUE;ATIVO;3.3.91.030.037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030038;#MULTIVALUE;ATIVO;3.3.91.030.038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030039;#MULTIVALUE;ATIVO;3.3.91.030.039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030040;#MULTIVALUE;ATIVO;3.3.91.030.040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391030099;#MULTIVALUE;ATIVO;3.3.91.030.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391034001;2020;ATIVO;3.3.91.034.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391034002;2020;ATIVO;3.3.91.034.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391034003;2020;ATIVO;3.3.91.034.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391034004;#MULTIVALUE;ATIVO;3.3.91.034.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391034005;2020;ATIVO;3.3.91.034.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391035001;#MULTIVALUE;ATIVO;3.3.91.035.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391035002;#MULTIVALUE;ATIVO;3.3.91.035.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391035003;#MULTIVALUE;ATIVO;3.3.91.035.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039001;#MULTIVALUE;ATIVO;3.3.91.039.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039002;#MULTIVALUE;ATIVO;3.3.91.039.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039003;#MULTIVALUE;ATIVO;3.3.91.039.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039004;#MULTIVALUE;ATIVO;3.3.91.039.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039005;#MULTIVALUE;ATIVO;3.3.91.039.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039006;#MULTIVALUE;ATIVO;3.3.91.039.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039008;#MULTIVALUE;ATIVO;3.3.91.039.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039009;#MULTIVALUE;ATIVO;3.3.91.039.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039010;#MULTIVALUE;ATIVO;3.3.91.039.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039011;#MULTIVALUE;ATIVO;3.3.91.039.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039012;#MULTIVALUE;ATIVO;3.3.91.039.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039013;#MULTIVALUE;ATIVO;3.3.91.039.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039014;#MULTIVALUE;ATIVO;3.3.91.039.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039015;#MULTIVALUE;ATIVO;3.3.91.039.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039016;#MULTIVALUE;ATIVO;3.3.91.039.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039017;#MULTIVALUE;ATIVO;3.3.91.039.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039018;#MULTIVALUE;ATIVO;3.3.91.039.018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039019;#MULTIVALUE;ATIVO;3.3.91.039.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039020;#MULTIVALUE;ATIVO;3.3.91.039.020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039021;#MULTIVALUE;ATIVO;3.3.91.039.021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039022;#MULTIVALUE;ATIVO;3.3.91.039.022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039023;#MULTIVALUE;ATIVO;3.3.91.039.023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039024;#MULTIVALUE;ATIVO;3.3.91.039.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039025;#MULTIVALUE;ATIVO;3.3.91.039.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039026;#MULTIVALUE;ATIVO;3.3.91.039.026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039028;#MULTIVALUE;ATIVO;3.3.91.039.028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039029;#MULTIVALUE;ATIVO;3.3.91.039.029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039030;#MULTIVALUE;ATIVO;3.3.91.039.030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039031;#MULTIVALUE;ATIVO;3.3.91.039.031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039033;#MULTIVALUE;ATIVO;3.3.91.039.033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039034;#MULTIVALUE;ATIVO;3.3.91.039.034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039035;#MULTIVALUE;ATIVO;3.3.91.039.035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039037;#MULTIVALUE;ATIVO;3.3.91.039.037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039038;#MULTIVALUE;ATIVO;3.3.91.039.038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039039;#MULTIVALUE;ATIVO;3.3.91.039.039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039041;#MULTIVALUE;ATIVO;3.3.91.039.041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039042;#MULTIVALUE;ATIVO;3.3.91.039.042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039043;#MULTIVALUE;ATIVO;3.3.91.039.043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039044;#MULTIVALUE;ATIVO;3.3.91.039.044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039046;#MULTIVALUE;ATIVO;3.3.91.039.046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039047;#MULTIVALUE;ATIVO;3.3.91.039.047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039048;#MULTIVALUE;ATIVO;3.3.91.039.048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039049;#MULTIVALUE;ATIVO;3.3.91.039.049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039050;#MULTIVALUE;ATIVO;3.3.91.039.050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039051;#MULTIVALUE;ATIVO;3.3.91.039.051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039052;#MULTIVALUE;ATIVO;3.3.91.039.052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039053;#MULTIVALUE;ATIVO;3.3.91.039.053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039054;#MULTIVALUE;ATIVO;3.3.91.039.054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039055;#MULTIVALUE;ATIVO;3.3.91.039.055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039056;#MULTIVALUE;ATIVO;3.3.91.039.056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039057;#MULTIVALUE;ATIVO;3.3.91.039.057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039058;#MULTIVALUE;ATIVO;3.3.91.039.058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039059;#MULTIVALUE;ATIVO;3.3.91.039.059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039060;#MULTIVALUE;ATIVO;3.3.91.039.060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039061;#MULTIVALUE;ATIVO;3.3.91.039.061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039062;#MULTIVALUE;ATIVO;3.3.91.039.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039063;#MULTIVALUE;ATIVO;3.3.91.039.063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039064;#MULTIVALUE;ATIVO;3.3.91.039.064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039065;#MULTIVALUE;ATIVO;3.3.91.039.065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039066;#MULTIVALUE;ATIVO;3.3.91.039.066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039067;#MULTIVALUE;ATIVO;3.3.91.039.067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039068;#MULTIVALUE;ATIVO;3.3.91.039.068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039069;#MULTIVALUE;ATIVO;3.3.91.039.069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039071;#MULTIVALUE;ATIVO;3.3.91.039.071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039072;#MULTIVALUE;ATIVO;3.3.91.039.072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039073;#MULTIVALUE;ATIVO;3.3.91.039.073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039074;#MULTIVALUE;ATIVO;3.3.91.039.074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039075;#MULTIVALUE;ATIVO;3.3.91.039.075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039076;#MULTIVALUE;ATIVO;3.3.91.039.076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039077;#MULTIVALUE;ATIVO;3.3.91.039.077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039078;#MULTIVALUE;ATIVO;3.3.91.039.078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039080;#MULTIVALUE;#MULTIVALUE;3.3.91.039.080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039081;#MULTIVALUE;ATIVO;3.3.91.039.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039082;#MULTIVALUE;ATIVO;3.3.91.039.082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039083;#MULTIVALUE;ATIVO;3.3.91.039.083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039084;#MULTIVALUE;ATIVO;3.3.91.039.084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039085;#MULTIVALUE;ATIVO;3.3.91.039.085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039086;#MULTIVALUE;ATIVO;3.3.91.039.086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039087;#MULTIVALUE;ATIVO;3.3.91.039.087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039088;#MULTIVALUE;ATIVO;3.3.91.039.088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039089;#MULTIVALUE;#MULTIVALUE;3.3.91.039.089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039090;#MULTIVALUE;#MULTIVALUE;3.3.91.039.090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039091;#MULTIVALUE;ATIVO;3.3.91.039.091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039092;#MULTIVALUE;ATIVO;3.3.91.039.092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391039099;#MULTIVALUE;ATIVO;3.3.91.039.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391040002;#MULTIVALUE;ATIVO;3.3.91.040.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391040003;#MULTIVALUE;ATIVO;3.3.91.040.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391040004;#MULTIVALUE;ATIVO;3.3.91.040.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391040005;#MULTIVALUE;ATIVO;3.3.91.040.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391040006;#MULTIVALUE;ATIVO;3.3.91.040.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391040036;#MULTIVALUE;ATIVO;3.3.91.040.036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391041001;#MULTIVALUE;ATIVO;3.3.91.041.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391041002;#MULTIVALUE;ATIVO;3.3.91.041.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391041003;#MULTIVALUE;ATIVO;3.3.91.041.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391041004;#MULTIVALUE;ATIVO;3.3.91.041.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391041005;#MULTIVALUE;ATIVO;3.3.91.041.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391041006;#MULTIVALUE;ATIVO;3.3.91.041.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391041007;#MULTIVALUE;ATIVO;3.3.91.041.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391047002;#MULTIVALUE;ATIVO;3.3.91.047.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391047003;#MULTIVALUE;ATIVO;3.3.91.047.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391047004;#MULTIVALUE;ATIVO;3.3.91.047.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391047005;#MULTIVALUE;ATIVO;3.3.91.047.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391047006;#MULTIVALUE;ATIVO;3.3.91.047.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391047007;#MULTIVALUE;ATIVO;3.3.91.047.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391047008;#MULTIVALUE;ATIVO;3.3.91.047.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391047009;#MULTIVALUE;ATIVO;3.3.91.047.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391047010;#MULTIVALUE;ATIVO;3.3.91.047.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391047099;#MULTIVALUE;ATIVO;3.3.91.047.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391091002;#MULTIVALUE;ATIVO;3.3.91.091.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391091003;#MULTIVALUE;ATIVO;3.3.91.091.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391091007;#MULTIVALUE;ATIVO;3.3.91.091.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391091008;#MULTIVALUE;ATIVO;3.3.91.091.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391092001;#MULTIVALUE;ATIVO;3.3.91.092.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391092002;#MULTIVALUE;ATIVO;3.3.91.092.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093001;#MULTIVALUE;ATIVO;3.3.91.093.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093002;#MULTIVALUE;ATIVO;3.3.91.093.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093003;#MULTIVALUE;ATIVO;3.3.91.093.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093004;#MULTIVALUE;ATIVO;3.3.91.093.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093005;#MULTIVALUE;ATIVO;3.3.91.093.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093006;#MULTIVALUE;ATIVO;3.3.91.093.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093007;#MULTIVALUE;ATIVO;3.3.91.093.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093008;#MULTIVALUE;ATIVO;3.3.91.093.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093009;#MULTIVALUE;ATIVO;3.3.91.093.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093010;#MULTIVALUE;ATIVO;3.3.91.093.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093011;#MULTIVALUE;ATIVO;3.3.91.093.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093012;#MULTIVALUE;ATIVO;3.3.91.093.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093013;#MULTIVALUE;ATIVO;3.3.91.093.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093014;#MULTIVALUE;ATIVO;3.3.91.093.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093015;#MULTIVALUE;ATIVO;3.3.91.093.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093016;#MULTIVALUE;ATIVO;3.3.91.093.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093017;#MULTIVALUE;ATIVO;3.3.91.093.017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093018;#MULTIVALUE;ATIVO;3.3.91.093.018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093019;#MULTIVALUE;ATIVO;3.3.91.093.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093023;#MULTIVALUE;ATIVO;3.3.91.093.023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093024;#MULTIVALUE;ATIVO;3.3.91.093.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093025;#MULTIVALUE;ATIVO;3.3.91.093.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093026;#MULTIVALUE;ATIVO;3.3.91.093.026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093027;#MULTIVALUE;ATIVO;3.3.91.093.027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093028;#MULTIVALUE;ATIVO;3.3.91.093.028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093029;#MULTIVALUE;ATIVO;3.3.91.093.029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391093099;#MULTIVALUE;ATIVO;3.3.91.093.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391097001;#MULTIVALUE;ATIVO;3.3.91.097.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030001;#MULTIVALUE;ATIVO;3.3.95.030.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030002;#MULTIVALUE;ATIVO;3.3.95.030.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030003;#MULTIVALUE;ATIVO;3.3.95.030.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030004;#MULTIVALUE;ATIVO;3.3.95.030.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030005;#MULTIVALUE;ATIVO;3.3.95.030.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030006;#MULTIVALUE;ATIVO;3.3.95.030.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030007;#MULTIVALUE;ATIVO;3.3.95.030.007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030008;#MULTIVALUE;ATIVO;3.3.95.030.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030009;#MULTIVALUE;ATIVO;3.3.95.030.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030010;#MULTIVALUE;ATIVO;3.3.95.030.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030011;#MULTIVALUE;ATIVO;3.3.95.030.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030012;#MULTIVALUE;ATIVO;3.3.95.030.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030013;#MULTIVALUE;ATIVO;3.3.95.030.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030014;#MULTIVALUE;ATIVO;3.3.95.030.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030015;#MULTIVALUE;ATIVO;3.3.95.030.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395030016;#MULTIVALUE;ATIVO;3.3.95.030.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
